timestamp,avenida,velocidad_kmh,densidad_veh_km,flujo_veh_h,espera_seg,detenciones,anomalia,fuente
2026-09-06T00:00:00,Av. Chapultepec,46.68,76.78,215,120,0,no,sintético_calibrado
2026-09-06T00:10:00,Av. Chapultepec,49.58,60.69,180,130,2,no,sintético_calibrado
2026-09-06T00:20:00,Av. Chapultepec,47.78,72.03,206,131,0,no,sintético_calibrado
2026-09-06T00:30:00,Av. Chapultepec,57.49,55.24,190,90,0,no,sintético_calibrado
2026-09-06T00:40:00,Av. Chapultepec,41.07,71.02,174,136,1,no,sintético_calibrado
2026-09-06T00:50:00,Av. Chapultepec,49.83,63.53,189,120,0,no,sintético_calibrado
2026-09-06T01:00:00,Av. Chapultepec,51.62,63.9,197,100,0,no,sintético_calibrado
2026-09-06T01:10:00,Av. Chapultepec,50.28,62.6,188,117,0,no,sintético_calibrado
2026-09-06T01:20:00,Av. Chapultepec,53.94,67.31,217,103,0,no,sintético_calibrado
2026-09-06T01:30:00,Av. Chapultepec,50.54,68.71,208,139,0,no,sintético_calibrado
2026-09-06T01:40:00,Av. Chapultepec,48.69,61.92,180,111,1,no,sintético_calibrado
2026-09-06T01:50:00,Av. Chapultepec,44.19,70.14,185,135,0,no,sintético_calibrado
2026-09-06T02:00:00,Av. Chapultepec,49.89,75.17,225,134,0,no,sintético_calibrado
2026-09-06T02:10:00,Av. Chapultepec,47.47,73.34,208,141,0,no,sintético_calibrado
2026-09-06T02:20:00,Av. Chapultepec,53.56,66.75,214,128,0,no,sintético_calibrado
2026-09-06T02:30:00,Av. Chapultepec,50.15,62.02,186,107,0,no,sintético_calibrado
2026-09-06T02:40:00,Av. Chapultepec,46.95,60.05,169,118,1,no,sintético_calibrado
2026-09-06T02:50:00,Av. Chapultepec,55.32,67.53,224,93,0,no,sintético_calibrado
2026-09-06T03:00:00,Av. Chapultepec,44.35,62.06,165,132,0,no,sintético_calibrado
2026-09-06T03:10:00,Av. Chapultepec,48.68,64.73,189,115,2,no,sintético_calibrado
2026-09-06T03:20:00,Av. Chapultepec,43.79,74.29,195,148,0,no,sintético_calibrado
2026-09-06T03:30:00,Av. Chapultepec,57.48,55.33,190,99,0,no,sintético_calibrado
2026-09-06T03:40:00,Av. Chapultepec,51.58,63.95,197,126,1,no,sintético_calibrado
2026-09-06T03:50:00,Av. Chapultepec,48.23,65.75,190,121,1,no,sintético_calibrado
2026-09-06T04:00:00,Av. Chapultepec,42.81,74.06,190,158,1,no,sintético_calibrado
2026-09-06T04:10:00,Av. Chapultepec,49.09,63.28,186,114,0,no,sintético_calibrado
2026-09-06T04:20:00,Av. Chapultepec,50.63,73.62,223,110,0,no,sintético_calibrado
2026-09-06T04:30:00,Av. Chapultepec,54.87,61.54,202,109,0,no,sintético_calibrado
2026-09-06T04:40:00,Av. Chapultepec,50.51,60.49,183,109,1,no,sintético_calibrado
2026-09-06T04:50:00,Av. Chapultepec,55.63,66.72,222,107,0,no,sintético_calibrado
2026-09-06T05:00:00,Av. Chapultepec,55.12,70.95,234,96,0,no,sintético_calibrado
2026-09-06T05:10:00,Av. Chapultepec,46.84,68.69,193,117,0,no,sintético_calibrado
2026-09-06T05:20:00,Av. Chapultepec,55.33,64.99,215,116,0,no,sintético_calibrado
2026-09-06T05:30:00,Av. Chapultepec,49.98,68.58,205,111,0,no,sintético_calibrado
2026-09-06T05:40:00,Av. Chapultepec,47.94,62.9,180,121,0,no,sintético_calibrado
2026-09-06T05:50:00,Av. Chapultepec,55.65,56.33,188,118,0,no,sintético_calibrado
2026-09-06T06:00:00,Av. Chapultepec,36.99,70.41,156,163,11,no,sintético_calibrado
2026-09-06T06:10:00,Av. Chapultepec,51.9,63.98,199,135,1,no,sintético_calibrado
2026-09-06T06:20:00,Av. Chapultepec,42.2,78.69,199,158,0,no,sintético_calibrado
2026-09-06T06:30:00,Av. Chapultepec,45.56,70.09,191,118,0,no,sintético_calibrado
2026-09-06T06:40:00,Av. Chapultepec,50.71,67.1,204,123,3,no,sintético_calibrado
