timestamp,avenida,velocidad_kmh,densidad_veh_km,flujo_veh_h,espera_seg,detenciones,anomalia,fuente
2026-09-25T00:00:00,Av. Chapultepec,65.65,59.91,236,97,1,no,sintético_calibrado
2026-09-25T00:10:00,Av. Chapultepec,61.78,54.93,203,102,0,no,sintético_calibrado
2026-09-25T00:20:00,Av. Chapultepec,71.99,46.31,200,77,0,no,sintético_calibrado
2026-09-25T00:30:00,Av. Chapultepec,61.7,55.32,204,98,2,no,sintético_calibrado
2026-09-25T00:40:00,Av. Chapultepec,64.53,55.07,213,71,0,no,sintético_calibrado
2026-09-25T00:50:00,Av. Chapultepec,67.16,53.6,215,72,1,no,sintético_calibrado
2026-09-25T01:00:00,Av. Chapultepec,65.88,53.37,210,72,0,no,sintético_calibrado
2026-09-25T01:10:00,Av. Chapultepec,60.16,59.42,214,116,0,no,sintético_calibrado
2026-09-25T01:20:00,Av. Chapultepec,60.7,64.4,234,87,2,no,sintético_calibrado
2026-09-25T01:30:00,Av. Chapultepec,74.03,50.68,225,53,0,no,sintético_calibrado
2026-09-25T01:40:00,Av. Chapultepec,67.2,49.78,200,70,0,no,sintético_calibrado
2026-09-25T01:50:00,Av. Chapultepec,78.1,56.14,263,67,0,no,sintético_calibrado
2026-09-25T02:00:00,Av. Chapultepec,63.57,54.04,206,86,0,no,sintético_calibrado
2026-09-25T02:10:00,Av. Chapultepec,62.08,61.99,230,109,0,no,sintético_calibrado
2026-09-25T02:20:00,Av. Chapultepec,62.94,52.52,198,88,0,no,sintético_calibrado
2026-09-25T02:30:00,Av. Chapultepec,65.04,50.04,195,77,0,no,sintético_calibrado
2026-09-25T02:40:00,Av. Chapultepec,68.04,46.25,188,97,0,no,sintético_calibrado
2026-09-25T02:50:00,Av. Chapultepec,53.69,58.35,187,108,0,no,sintético_calibrado
2026-09-25T03:00:00,Av. Chapultepec,49.42,73.92,219,138,0,no,sintético_calibrado
2026-09-25T03:10:00,Av. Chapultepec,67.19,44.92,181,100,0,no,sintético_calibrado
2026-09-25T03:20:00,Av. Chapultepec,66.49,57.58,229,77,0,no,sintético_calibrado
2026-09-25T03:30:00,Av. Chapultepec,64.64,53.53,207,78,0,no,sintético_calibrado
2026-09-25T03:40:00,Av. Chapultepec,66.35,65.65,261,69,1,no,sintético_calibrado
2026-09-25T03:50:00,Av. Chapultepec,73.4,43.17,190,75,0,no,sintético_calibrado
2026-09-25T04:00:00,Av. Chapultepec,61.5,62.28,229,109,3,no,sintético_calibrado
2026-09-25T04:10:00,Av. Chapultepec,64.53,47.13,182,69,1,no,sintético_calibrado
2026-09-25T04:20:00,Av. Chapultepec,60.73,65.49,238,114,0,no,sintético_calibrado
2026-09-25T04:30:00,Av. Chapultepec,74.98,47.82,215,75,0,no,sintético_calibrado
2026-09-25T04:40:00,Av. Chapultepec,64.73,52.97,205,106,0,no,sintético_calibrado
2026-09-25T04:50:00,Av. Chapultepec,65.39,49.68,194,75,0,no,sintético_calibrado
2026-09-25T05:00:00,Av. Chapultepec,60.59,60.19,218,100,1,no,sintético_calibrado
2026-09-25T05:10:00,Av. Chapultepec,62.69,53.34,200,84,0,no,sintético_calibrado
2026-09-25T05:20:00,Av. Chapultepec,58.98,54.06,191,86,2,no,sintético_calibrado
2026-09-25T05:30:00,Av. Chapultepec,69.07,51.14,211,81,0,no,sintético_calibrado
2026-09-25T05:40:00,Av. Chapultepec,62.98,59.28,224,97,0,no,sintético_calibrado
2026-09-25T05:50:00,Av. Chapultepec,57.63,58.89,203,109,0,no,sintético_calibrado
2026-09-25T06:00:00,Av. Chapultepec,66.36,58.53,233,75,0,no,sintético_calibrado
2026-09-25T06:10:00,Av. Chapultepec,65.83,61.14,241,68,0,no,sintético_calibrado
2026-09-25T06:20:00,Av. Chapultepec,65.57,62.06,244,93,5,no,sintético_calibrado
2026-09-25T06:30:00,Av. Chapultepec,65.87,53.25,210,80,0,no,sintético_calibrado
2026-09-25T06:40:00,Av. Chapultepec,60.53,50.11,181,96,0,no,sintético_calibrado
2026-09-25T06:50:00,Av. Chapultepec,61.77,60.24,223,99,1,no,sintético_calibrado
2026-09-25T07:00:00,Av. Chapultepec,38.8,78.43,182,148,11,no,sintético_calibrado
2026-09-25T07:10:00,Av. Chapultepec,34.02,73.67,150,177,3,no,sintético_calibrado
2026-09-25T07:20:00,Av. Chapultepec,39.53,78.09,185,133,2,no,sintético_calibrado
2026-09-25T07:30:00,Av. Chapultepec,20.0,90.13,108,206,3,no,sintético_calibrado
2026-09-25T07:40:00,Av. Chapultepec,32.25,83.58,161,184,2,no,sintético_calibrado
2026-09-25T07:50:00,Av. Chapultepec,21.61,88.72,115,207,2,no,sintético_calibrado
2026-09-25T08:00:00,Av. Chapultepec,32.3,84.64,164,175,5,no,sintético_calibrado
2026-09-25T08:10:00,Av. Chapultepec,28.49,80.91,138,184,3,no,sintético_calibrado
2026-09-25T08:20:00,Av. Chapultepec,40.94,67.61,166,155,0,no,sintético_calibrado
2026-09-25T08:30:00,Av. Chapultepec,34.3,77.88,160,172,3,no,sintético_calibrado
2026-09-25T08:40:00,Av. Chapultepec,35.5,78.73,167,159,3,no,sintético_calibrado
2026-09-25T08:50:00,Av. Chapultepec,31.77,74.38,141,169,4,no,sintético_calibrado
2026-09-25T09:00:00,Av. Chapultepec,33.1,83.56,165,174,2,no,sintético_calibrado
2026-09-25T09:10:00,Av. Chapultepec,29.24,83.27,146,183,12,no,sintético_calibrado
2026-09-25T09:20:00,Av. Chapultepec,29.61,83.12,147,166,2,no,sintético_calibrado
2026-09-25T09:30:00,Av. Chapultepec,38.02,78.58,179,169,5,no,sintético_calibrado
2026-09-25T09:40:00,Av. Chapultepec,32.84,79.36,156,178,3,no,sintético_calibrado
2026-09-25T09:50:00,Av. Chapultepec,36.18,65.19,141,163,4,no,sintético_calibrado
2026-09-25T10:00:00,Av. Chapultepec,41.71,64.22,160,130,0,no,sintético_calibrado
2026-09-25T10:10:00,Av. Chapultepec,54.96,59.12,194,98,2,no,sintético_calibrado
2026-09-25T10:20:00,Av. Chapultepec,51.49,61.28,189,102,2,no,sintético_calibrado
2026-09-25T10:30:00,Av. Chapultepec,67.33,52.24,211,69,1,no,sintético_calibrado
2026-09-25T10:40:00,Av. Chapultepec,54.99,66.8,220,110,2,no,sintético_calibrado
2026-09-25T10:50:00,Av. Chapultepec,60.99,53.44,195,114,0,no,sintético_calibrado
2026-09-25T11:00:00,Av. Chapultepec,57.74,65.29,226,95,4,no,sintético_calibrado
2026-09-25T11:10:00,Av. Chapultepec,57.7,61.55,213,108,1,no,sintético_calibrado
2026-09-25T11:20:00,Av. Chapultepec,50.68,66.1,200,134,0,no,sintético_calibrado
2026-09-25T11:30:00,Av. Chapultepec,60.11,62.39,225,98,0,no,sintético_calibrado
2026-09-25T11:40:00,Av. Chapultepec,59.61,65.48,234,96,0,no,sintético_calibrado
2026-09-25T11:50:00,Av. Chapultepec,56.06,67.28,226,91,0,no,sintético_calibrado
2026-09-25T12:00:00,Av. Chapultepec,48.11,52.38,151,119,2,no,sintético_calibrado
2026-09-25T12:10:00,Av. Chapultepec,50.88,58.26,177,110,0,no,sintético_calibrado
2026-09-25T12:20:00,Av. Chapultepec,53.56,64.67,207,115,0,no,sintético_calibrado
2026-09-25T12:30:00,Av. Chapultepec,56.33,61.32,207,101,0,no,sintético_calibrado
2026-09-25T12:40:00,Av. Chapultepec,49.45,73.35,217,139,0,no,sintético_calibrado
2026-09-25T12:50:00,Av. Chapultepec,56.97,60.1,205,99,0,no,sintético_calibrado
2026-09-25T13:00:00,Av. Chapultepec,66.75,62.14,248,92,0,no,sintético_calibrado
2026-09-25T13:10:00,Av. Chapultepec,57.33,65.71,226,113,0,no,sintético_calibrado
2026-09-25T13:20:00,Av. Chapultepec,56.72,65.39,222,119,0,no,sintético_calibrado
2026-09-25T13:30:00,Av. Chapultepec,53.42,65.33,209,126,0,no,sintético_calibrado
2026-09-25T13:40:00,Av. Chapultepec,63.65,54.18,206,97,0,no,sintético_calibrado
2026-09-25T13:50:00,Av. Chapultepec,64.05,45.6,175,93,2,no,sintético_calibrado
2026-09-25T14:00:00,Av. Chapultepec,48.82,66.46,194,140,1,no,sintético_calibrado
2026-09-25T14:10:00,Av. Chapultepec,45.83,60.02,165,120,1,no,sintético_calibrado
2026-09-25T14:20:00,Av. Chapultepec,61.55,67.23,248,90,0,no,sintético_calibrado
2026-09-25T14:30:00,Av. Chapultepec,44.72,65.14,174,146,2,no,sintético_calibrado
2026-09-25T14:40:00,Av. Chapultepec,53.65,65.81,211,95,0,no,sintético_calibrado
2026-09-25T14:50:00,Av. Chapultepec,60.04,55.34,199,109,2,no,sintético_calibrado
2026-09-25T15:00:00,Av. Chapultepec,50.22,65.6,197,134,1,no,sintético_calibrado
2026-09-25T15:10:00,Av. Chapultepec,50.61,58.3,177,119,0,no,sintético_calibrado
2026-09-25T15:20:00,Av. Chapultepec,54.94,63.02,207,114,1,no,sintético_calibrado
2026-09-25T15:30:00,Av. Chapultepec,58.69,66.79,235,84,0,no,sintético_calibrado
2026-09-25T15:40:00,Av. Chapultepec,58.32,53.63,187,114,0,no,sintético_calibrado
2026-09-25T15:50:00,Av. Chapultepec,57.21,61.62,211,99,1,no,sintético_calibrado
2026-09-25T16:00:00,Av. Chapultepec,45.21,60.29,163,129,2,no,sintético_calibrado
2026-09-25T16:10:00,Av. Chapultepec,52.1,68.95,215,102,1,no,sintético_calibrado
2026-09-25T16:20:00,Av. Chapultepec,57.96,64.45,224,96,0,no,sintético_calibrado
2026-09-25T16:30:00,Av. Chapultepec,62.19,59.01,220,80,1,no,sintético_calibrado
2026-09-25T16:40:00,Av. Chapultepec,45.38,67.69,184,135,0,no,sintético_calibrado
2026-09-25T16:50:00,Av. Chapultepec,54.06,49.58,160,126,0,no,sintético_calibrado
2026-09-25T17:00:00,Av. Chapultepec,32.31,72.61,140,162,12,no,sintético_calibrado
2026-09-25T17:10:00,Av. Chapultepec,27.81,82.83,138,162,4,no,sintético_calibrado
2026-09-25T17:20:00,Av. Chapultepec,35.52,79.16,168,179,7,no,sintético_calibrado
2026-09-25T17:30:00,Av. Chapultepec,29.81,73.33,131,178,4,no,sintético_calibrado
2026-09-25T17:40:00,Av. Chapultepec,38.37,73.47,169,149,4,no,sintético_calibrado
2026-09-25T17:50:00,Av. Chapultepec,39.46,69.29,164,168,5,no,sintético_calibrado
2026-09-25T18:00:00,Av. Chapultepec,29.82,78.03,139,190,2,no,sintético_calibrado
2026-09-25T18:10:00,Av. Chapultepec,26.64,82.1,131,180,2,no,sintético_calibrado
2026-09-25T18:20:00,Av. Chapultepec,39.11,69.24,162,155,10,no,sintético_calibrado
2026-09-25T18:30:00,Av. Chapultepec,31.3,81.55,153,170,6,no,sintético_calibrado
2026-09-25T18:40:00,Av. Chapultepec,20.28,102.63,157,175,17,sí,sintético_calibrado
2026-09-25T18:50:00,Av. Chapultepec,29.78,84.8,151,184,4,no,sintético_calibrado
2026-09-25T19:00:00,Av. Chapultepec,39.77,77.31,184,166,4,no,sintético_calibrado
2026-09-25T19:10:00,Av. Chapultepec,42.69,69.95,179,134,0,no,sintético_calibrado
2026-09-25T19:20:00,Av. Chapultepec,32.56,85.49,167,186,2,no,sintético_calibrado
2026-09-25T19:30:00,Av. Chapultepec,43.17,64.93,168,133,0,no,sintético_calibrado
2026-09-25T19:40:00,Av. Chapultepec,29.85,86.77,155,178,2,no,sintético_calibrado
2026-09-25T19:50:00,Av. Chapultepec,36.35,82.29,179,140,7,no,sintético_calibrado
2026-09-25T20:00:00,Av. Chapultepec,61.3,61.09,224,108,0,no,sintético_calibrado
2026-09-25T20:10:00,Av. Chapultepec,69.53,47.65,198,88,0,no,sintético_calibrado
2026-09-25T20:20:00,Av. Chapultepec,67.26,51.49,207,64,0,no,sintético_calibrado
2026-09-25T20:30:00,Av. Chapultepec,59.2,64.82,230,102,0,no,sintético_calibrado
2026-09-25T20:40:00,Av. Chapultepec,57.13,61.09,209,114,0,no,sintético_calibrado
2026-09-25T20:50:00,Av. Chapultepec,59.46,65.45,233,102,1,no,sintético_calibrado
2026-09-25T21:00:00,Av. Chapultepec,60.89,59.05,215,99,1,no,sintético_calibrado
2026-09-25T21:10:00,Av. Chapultepec,69.08,52.28,216,88,0,no,sintético_calibrado
2026-09-25T21:20:00,Av. Chapultepec,62.96,48.9,184,105,0,no,sintético_calibrado
2026-09-25T21:30:00,Av. Chapultepec,68.94,51.02,211,80,2,no,sintético_calibrado
2026-09-25T21:40:00,Av. Chapultepec,54.31,56.67,184,131,0,no,sintético_calibrado
2026-09-25T21:50:00,Av. Chapultepec,66.26,44.72,177,97,0,no,sintético_calibrado
2026-09-25T22:00:00,Av. Chapultepec,63.2,52.21,197,74,2,no,sintético_calibrado
2026-09-25T22:10:00,Av. Chapultepec,74.96,44.24,198,64,1,no,sintético_calibrado
2026-09-25T22:20:00,Av. Chapultepec,57.12,45.03,154,97,0,no,sintético_calibrado
2026-09-25T22:30:00,Av. Chapultepec,51.09,70.98,217,137,0,no,sintético_calibrado
2026-09-25T22:40:00,Av. Chapultepec,67.95,58.41,238,98,0,no,sintético_calibrado
2026-09-25T22:50:00,Av. Chapultepec,63.18,50.03,189,98,0,no,sintético_calibrado
2026-09-25T23:00:00,Av. Chapultepec,61.85,60.51,224,104,4,no,sintético_calibrado
2026-09-25T23:10:00,Av. Chapultepec,65.77,52.54,207,102,2,no,sintético_calibrado
2026-09-25T23:20:00,Av. Chapultepec,59.82,58.3,209,89,0,no,sintético_calibrado
2026-09-25T23:30:00,Av. Chapultepec,55.2,54.96,182,130,1,no,sintético_calibrado
2026-09-25T23:40:00,Av. Chapultepec,67.88,47.86,194,86,0,no,sintético_calibrado
2026-09-25T23:50:00,Av. Chapultepec,64.8,54.66,212,75,3,no,sintético_calibrado
2026-09-25T00:00:00,Av. México,63.31,50.13,190,107,0,no,sintético_calibrado
2026-09-25T00:10:00,Av. México,65.79,58.11,229,74,0,no,sintético_calibrado
2026-09-25T00:20:00,Av. México,67.74,50.64,205,99,0,no,sintético_calibrado
2026-09-25T00:30:00,Av. México,69.9,54.27,227,66,3,no,sintético_calibrado
2026-09-25T00:40:00,Av. México,62.27,60.03,224,105,0,no,sintético_calibrado
2026-09-25T00:50:00,Av. México,60.72,59.6,217,109,0,no,sintético_calibrado
2026-09-25T01:00:00,Av. México,71.62,48.97,210,79,0,no,sintético_calibrado
2026-09-25T01:10:00,Av. México,68.38,51.32,210,92,1,no,sintético_calibrado
2026-09-25T01:20:00,Av. México,55.76,59.09,197,112,0,no,sintético_calibrado
2026-09-25T01:30:00,Av. México,62.93,61.21,231,78,1,no,sintético_calibrado
2026-09-25T01:40:00,Av. México,64.71,51.18,198,104,1,no,sintético_calibrado
2026-09-25T01:50:00,Av. México,63.72,61.34,234,86,0,no,sintético_calibrado
2026-09-25T02:00:00,Av. México,69.33,52.35,217,67,0,no,sintético_calibrado
2026-09-25T02:10:00,Av. México,54.35,61.79,201,106,0,no,sintético_calibrado
2026-09-25T02:20:00,Av. México,62.34,53.46,199,94,0,no,sintético_calibrado
2026-09-25T02:30:00,Av. México,68.13,52.81,215,85,1,no,sintético_calibrado
2026-09-25T02:40:00,Av. México,63.53,57.83,220,109,0,no,sintético_calibrado
2026-09-25T02:50:00,Av. México,70.77,44.9,190,89,0,no,sintético_calibrado
2026-09-25T03:00:00,Av. México,72.44,46.74,203,84,0,no,sintético_calibrado
2026-09-25T03:10:00,Av. México,60.53,55.32,200,116,0,no,sintético_calibrado
2026-09-25T03:20:00,Av. México,64.4,54.0,208,91,1,no,sintético_calibrado
2026-09-25T03:30:00,Av. México,70.2,49.82,209,93,1,no,sintético_calibrado
2026-09-25T03:40:00,Av. México,61.36,55.38,203,104,0,no,sintético_calibrado
2026-09-25T03:50:00,Av. México,63.24,53.99,204,91,2,no,sintético_calibrado
2026-09-25T04:00:00,Av. México,72.8,47.96,209,66,0,no,sintético_calibrado
2026-09-25T04:10:00,Av. México,67.97,54.09,220,91,1,no,sintético_calibrado
2026-09-25T04:20:00,Av. México,59.84,57.4,206,100,1,no,sintético_calibrado
2026-09-25T04:30:00,Av. México,73.12,45.7,200,71,1,no,sintético_calibrado
2026-09-25T04:40:00,Av. México,62.53,59.28,222,93,1,no,sintético_calibrado
2026-09-25T04:50:00,Av. México,70.9,44.82,190,77,0,no,sintético_calibrado
2026-09-25T05:00:00,Av. México,71.32,52.02,222,53,0,no,sintético_calibrado
2026-09-25T05:10:00,Av. México,72.54,55.45,241,62,1,no,sintético_calibrado
2026-09-25T05:20:00,Av. México,71.47,53.01,227,69,0,no,sintético_calibrado
2026-09-25T05:30:00,Av. México,63.4,52.15,198,110,0,no,sintético_calibrado
2026-09-25T05:40:00,Av. México,67.32,49.45,199,88,2,no,sintético_calibrado
2026-09-25T05:50:00,Av. México,73.57,49.16,217,79,0,no,sintético_calibrado
2026-09-25T06:00:00,Av. México,63.74,57.43,219,76,1,no,sintético_calibrado
2026-09-25T06:10:00,Av. México,63.34,60.49,229,81,0,no,sintético_calibrado
2026-09-25T06:20:00,Av. México,55.44,59.03,196,109,0,no,sintético_calibrado
