timestamp,avenida,velocidad_kmh,densidad_veh_km,flujo_veh_h,espera_seg,detenciones,anomalia,fuente
2026-09-20T00:00:00,Av. Chapultepec,53.81,66.02,213,106,0,no,sintético_calibrado
2026-09-20T00:10:00,Av. Chapultepec,54.18,61.2,198,106,0,no,sintético_calibrado
2026-09-20T00:20:00,Av. Chapultepec,48.45,64.48,187,109,0,no,sintético_calibrado
2026-09-20T00:30:00,Av. Chapultepec,51.86,57.4,178,104,1,no,sintético_calibrado
2026-09-20T00:40:00,Av. Chapultepec,50.36,53.73,162,120,2,no,sintético_calibrado
2026-09-20T00:50:00,Av. Chapultepec,46.24,69.83,193,114,0,no,sintético_calibrado
2026-09-20T01:00:00,Av. Chapultepec,55.14,64.56,213,105,0,no,sintético_calibrado
2026-09-20T01:10:00,Av. Chapultepec,56.78,74.55,253,89,0,no,sintético_calibrado
2026-09-20T01:20:00,Av. Chapultepec,58.62,54.04,190,85,1,no,sintético_calibrado
2026-09-20T01:30:00,Av. Chapultepec,61.92,51.6,191,89,0,no,sintético_calibrado
2026-09-20T01:40:00,Av. Chapultepec,56.37,52.69,178,127,0,no,sintético_calibrado
2026-09-20T01:50:00,Av. Chapultepec,52.1,54.58,170,123,0,no,sintético_calibrado
2026-09-20T02:00:00,Av. Chapultepec,56.76,70.37,239,105,4,no,sintético_calibrado
2026-09-20T02:10:00,Av. Chapultepec,58.18,56.24,196,94,0,no,sintético_calibrado
2026-09-20T02:20:00,Av. Chapultepec,45.71,69.59,190,120,0,no,sintético_calibrado
2026-09-20T02:30:00,Av. Chapultepec,59.51,64.17,229,88,3,no,sintético_calibrado
2026-09-20T02:40:00,Av. Chapultepec,47.99,73.14,210,114,1,no,sintético_calibrado
2026-09-20T02:50:00,Av. Chapultepec,46.01,68.38,188,130,1,no,sintético_calibrado
2026-09-20T03:00:00,Av. Chapultepec,43.69,69.22,181,144,0,no,sintético_calibrado
2026-09-20T03:10:00,Av. Chapultepec,47.25,66.59,188,132,0,no,sintético_calibrado
2026-09-20T03:20:00,Av. Chapultepec,51.92,47.67,148,111,0,no,sintético_calibrado
2026-09-20T03:30:00,Av. Chapultepec,45.09,57.84,156,125,1,no,sintético_calibrado
2026-09-20T03:40:00,Av. Chapultepec,54.97,62.31,205,126,0,no,sintético_calibrado
2026-09-20T03:50:00,Av. Chapultepec,46.14,69.49,192,133,0,no,sintético_calibrado
2026-09-20T04:00:00,Av. Chapultepec,49.25,64.96,191,116,1,no,sintético_calibrado
