timestamp,avenida,velocidad_kmh,densidad_veh_km,flujo_veh_h,espera_seg,detenciones,anomalia,fuente
2026-09-09T00:00:00,Av. Chapultepec,75.68,42.57,193,57,0,no,sintético_calibrado
2026-09-09T00:10:00,Av. Chapultepec,62.13,58.04,216,92,0,no,sintético_calibrado
2026-09-09T00:20:00,Av. Chapultepec,63.47,63.57,242,102,0,no,sintético_calibrado
2026-09-09T00:30:00,Av. Chapultepec,71.49,45.19,193,83,1,no,sintético_calibrado
2026-09-09T00:40:00,Av. Chapultepec,66.96,61.52,247,64,1,no,sintético_calibrado
2026-09-09T00:50:00,Av. Chapultepec,68.16,55.04,225,94,0,no,sintético_calibrado
2026-09-09T01:00:00,Av. Chapultepec,76.55,49.08,225,45,0,no,sintético_calibrado
2026-09-09T01:10:00,Av. Chapultepec,66.02,55.43,219,80,0,no,sintético_calibrado
2026-09-09T01:20:00,Av. Chapultepec,67.04,48.08,193,89,0,no,sintético_calibrado
2026-09-09T01:30:00,Av. Chapultepec,62.87,54.96,207,84,0,no,sintético_calibrado
2026-09-09T01:40:00,Av. Chapultepec,75.19,47.62,214,47,0,no,sintético_calibrado
2026-09-09T01:50:00,Av. Chapultepec,65.71,53.21,209,99,1,no,sintético_calibrado
2026-09-09T02:00:00,Av. Chapultepec,66.09,53.29,211,80,0,no,sintético_calibrado
2026-09-09T02:10:00,Av. Chapultepec,70.36,54.81,231,61,0,no,sintético_calibrado
2026-09-09T02:20:00,Av. Chapultepec,77.52,35.81,166,69,0,no,sintético_calibrado
2026-09-09T02:30:00,Av. Chapultepec,61.69,61.02,225,112,1,no,sintético_calibrado
2026-09-09T02:40:00,Av. Chapultepec,58.06,56.6,197,92,0,no,sintético_calibrado
2026-09-09T02:50:00,Av. Chapultepec,71.8,56.67,244,57,0,no,sintético_calibrado
2026-09-09T03:00:00,Av. Chapultepec,67.5,48.75,197,92,1,no,sintético_calibrado
2026-09-09T03:10:00,Av. Chapultepec,68.86,51.6,213,87,1,no,sintético_calibrado
2026-09-09T03:20:00,Av. Chapultepec,69.51,57.13,238,80,0,no,sintético_calibrado
2026-09-09T03:30:00,Av. Chapultepec,58.25,61.38,214,112,0,no,sintético_calibrado
2026-09-09T03:40:00,Av. Chapultepec,65.7,51.84,204,81,0,no,sintético_calibrado
2026-09-09T03:50:00,Av. Chapultepec,63.92,55.52,212,109,3,no,sintético_calibrado
2026-09-09T04:00:00,Av. Chapultepec,60.56,60.98,221,102,0,no,sintético_calibrado
2026-09-09T04:10:00,Av. Chapultepec,59.84,54.99,197,86,0,no,sintético_calibrado
2026-09-09T04:20:00,Av. Chapultepec,64.89,58.39,227,104,2,no,sintético_calibrado
2026-09-09T04:30:00,Av. Chapultepec,60.24,55.63,201,114,2,no,sintético_calibrado
2026-09-09T04:40:00,Av. Chapultepec,69.47,49.72,207,74,0,no,sintético_calibrado
2026-09-09T04:50:00,Av. Chapultepec,68.65,59.81,246,83,0,no,sintético_calibrado
2026-09-09T05:00:00,Av. Chapultepec,61.94,59.17,219,100,0,no,sintético_calibrado
2026-09-09T05:10:00,Av. Chapultepec,52.83,67.67,214,111,0,no,sintético_calibrado
2026-09-09T05:20:00,Av. Chapultepec,66.19,60.35,239,69,1,no,sintético_calibrado
2026-09-09T05:30:00,Av. Chapultepec,64.73,54.59,212,105,1,no,sintético_calibrado
2026-09-09T05:40:00,Av. Chapultepec,59.66,57.76,206,101,1,no,sintético_calibrado
2026-09-09T05:50:00,Av. Chapultepec,62.14,59.86,223,107,1,no,sintético_calibrado
2026-09-09T06:00:00,Av. Chapultepec,69.71,52.44,219,75,0,no,sintético_calibrado
2026-09-09T06:10:00,Av. Chapultepec,73.29,49.0,215,83,0,no,sintético_calibrado
2026-09-09T06:20:00,Av. Chapultepec,66.67,59.2,236,102,0,no,sintético_calibrado
2026-09-09T06:30:00,Av. Chapultepec,69.71,55.02,230,90,1,no,sintético_calibrado
2026-09-09T06:40:00,Av. Chapultepec,58.04,57.68,200,93,4,no,sintético_calibrado
2026-09-09T06:50:00,Av. Chapultepec,60.45,52.79,191,85,0,no,sintético_calibrado
2026-09-09T07:00:00,Av. Chapultepec,37.04,71.14,158,140,2,no,sintético_calibrado
2026-09-09T07:10:00,Av. Chapultepec,27.86,75.84,126,179,6,no,sintético_calibrado
2026-09-09T07:20:00,Av. Chapultepec,38.63,68.17,158,171,2,no,sintético_calibrado
2026-09-09T07:30:00,Av. Chapultepec,35.51,67.55,143,150,2,no,sintético_calibrado
2026-09-09T07:40:00,Av. Chapultepec,26.51,102.74,146,162,3,sí,sintético_calibrado
2026-09-09T07:50:00,Av. Chapultepec,32.39,77.62,150,171,6,no,sintético_calibrado
2026-09-09T08:00:00,Av. Chapultepec,38.24,71.25,163,142,2,no,sintético_calibrado
2026-09-09T08:10:00,Av. Chapultepec,20.93,100.31,159,175,3,sí,sintético_calibrado
2026-09-09T08:20:00,Av. Chapultepec,32.82,72.69,143,175,3,no,sintético_calibrado
2026-09-09T08:30:00,Av. Chapultepec,38.09,71.71,163,142,3,no,sintético_calibrado
2026-09-09T08:40:00,Av. Chapultepec,24.57,99.61,149,163,2,sí,sintético_calibrado
2026-09-09T08:50:00,Av. Chapultepec,30.99,68.24,126,156,2,no,sintético_calibrado
2026-09-09T09:00:00,Av. Chapultepec,40.49,72.75,176,151,0,no,sintético_calibrado
2026-09-09T09:10:00,Av. Chapultepec,34.29,75.57,155,154,4,no,sintético_calibrado
2026-09-09T09:20:00,Av. Chapultepec,36.75,69.52,153,165,3,no,sintético_calibrado
2026-09-09T09:30:00,Av. Chapultepec,37.79,65.55,148,156,14,no,sintético_calibrado
2026-09-09T09:40:00,Av. Chapultepec,38.36,73.44,169,144,2,no,sintético_calibrado
