timestamp,avenida,velocidad_kmh,densidad_veh_km,flujo_veh_h,espera_seg,detenciones,anomalia,fuente
2026-09-24T00:00:00,Av. Chapultepec,60.65,63.23,230,96,1,no,sintético_calibrado
2026-09-24T00:10:00,Av. Chapultepec,49.81,65.32,195,142,0,no,sintético_calibrado
2026-09-24T00:20:00,Av. Chapultepec,74.99,39.31,176,81,1,no,sintético_calibrado
2026-09-24T00:30:00,Av. Chapultepec,65.25,50.99,199,82,0,no,sintético_calibrado
2026-09-24T00:40:00,Av. Chapultepec,66.66,55.71,222,97,1,no,sintético_calibrado
2026-09-24T00:50:00,Av. Chapultepec,68.17,51.13,209,59,0,no,sintético_calibrado
2026-09-24T01:00:00,Av. Chapultepec,55.4,59.14,196,122,1,no,sintético_calibrado
2026-09-24T01:10:00,Av. Chapultepec,67.8,58.72,238,87,0,no,sintético_calibrado
2026-09-24T01:20:00,Av. Chapultepec,60.78,56.05,204,98,1,no,sintético_calibrado
2026-09-24T01:30:00,Av. Chapultepec,65.42,49.82,195,96,2,no,sintético_calibrado
2026-09-24T01:40:00,Av. Chapultepec,64.23,50.9,196,106,1,no,sintético_calibrado
2026-09-24T01:50:00,Av. Chapultepec,76.84,44.17,203,64,1,no,sintético_calibrado
2026-09-24T02:00:00,Av. Chapultepec,69.21,48.3,200,92,4,no,sintético_calibrado
2026-09-24T02:10:00,Av. Chapultepec,54.36,61.26,199,105,3,no,sintético_calibrado
2026-09-24T02:20:00,Av. Chapultepec,66.95,50.82,204,83,2,no,sintético_calibrado
2026-09-24T02:30:00,Av. Chapultepec,72.68,53.37,232,67,1,no,sintético_calibrado
2026-09-24T02:40:00,Av. Chapultepec,64.48,51.59,199,75,0,no,sintético_calibrado
2026-09-24T02:50:00,Av. Chapultepec,58.1,67.89,236,100,1,no,sintético_calibrado
2026-09-24T03:00:00,Av. Chapultepec,55.75,59.58,199,92,0,no,sintético_calibrado
2026-09-24T03:10:00,Av. Chapultepec,52.7,64.13,202,132,1,no,sintético_calibrado
2026-09-24T03:20:00,Av. Chapultepec,70.83,55.42,235,83,0,no,sintético_calibrado
2026-09-24T03:30:00,Av. Chapultepec,71.7,59.11,254,72,0,no,sintético_calibrado
2026-09-24T03:40:00,Av. Chapultepec,68.91,65.2,269,79,0,no,sintético_calibrado
2026-09-24T03:50:00,Av. Chapultepec,66.16,61.81,245,91,2,no,sintético_calibrado
2026-09-24T04:00:00,Av. Chapultepec,68.9,47.48,196,67,0,no,sintético_calibrado
2026-09-24T04:10:00,Av. Chapultepec,55.5,64.01,213,96,0,no,sintético_calibrado
2026-09-24T04:20:00,Av. Chapultepec,64.08,56.98,219,89,0,no,sintético_calibrado
2026-09-24T04:30:00,Av. Chapultepec,59.85,52.88,189,115,1,no,sintético_calibrado
2026-09-24T04:40:00,Av. Chapultepec,66.8,49.55,198,99,1,no,sintético_calibrado
2026-09-24T04:50:00,Av. Chapultepec,73.06,43.78,191,62,0,no,sintético_calibrado
2026-09-24T05:00:00,Av. Chapultepec,65.03,62.39,243,83,0,no,sintético_calibrado
2026-09-24T05:10:00,Av. Chapultepec,61.44,55.29,203,91,0,no,sintético_calibrado
2026-09-24T05:20:00,Av. Chapultepec,66.33,51.9,206,65,0,no,sintético_calibrado
2026-09-24T05:30:00,Av. Chapultepec,65.81,62.02,244,73,1,no,sintético_calibrado
2026-09-24T05:40:00,Av. Chapultepec,66.48,61.15,243,99,0,no,sintético_calibrado
2026-09-24T05:50:00,Av. Chapultepec,66.45,47.69,190,99,0,no,sintético_calibrado
2026-09-24T06:00:00,Av. Chapultepec,74.25,47.02,209,71,0,no,sintético_calibrado
2026-09-24T06:10:00,Av. Chapultepec,65.37,57.25,224,75,2,no,sintético_calibrado
2026-09-24T06:20:00,Av. Chapultepec,55.25,61.97,205,129,0,no,sintético_calibrado
2026-09-24T06:30:00,Av. Chapultepec,68.87,53.56,221,73,1,no,sintético_calibrado
2026-09-24T06:40:00,Av. Chapultepec,67.17,57.45,231,96,0,no,sintético_calibrado
2026-09-24T06:50:00,Av. Chapultepec,69.05,49.25,204,90,0,no,sintético_calibrado
2026-09-24T07:00:00,Av. Chapultepec,37.33,73.27,164,162,6,no,sintético_calibrado
2026-09-24T07:10:00,Av. Chapultepec,25.25,126.7,193,150,10,sí,sintético_calibrado
2026-09-24T07:20:00,Av. Chapultepec,34.29,85.5,175,169,5,no,sintético_calibrado
2026-09-24T07:30:00,Av. Chapultepec,31.01,77.26,143,184,2,no,sintético_calibrado
2026-09-24T07:40:00,Av. Chapultepec,48.51,68.58,199,130,0,no,sintético_calibrado
2026-09-24T07:50:00,Av. Chapultepec,36.22,75.61,164,175,2,no,sintético_calibrado
2026-09-24T08:00:00,Av. Chapultepec,36.59,75.72,166,159,2,no,sintético_calibrado
2026-09-24T08:10:00,Av. Chapultepec,40.77,69.56,170,149,0,no,sintético_calibrado
2026-09-24T08:20:00,Av. Chapultepec,35.73,85.58,183,145,3,no,sintético_calibrado
2026-09-24T08:30:00,Av. Chapultepec,24.03,84.81,122,187,5,no,sintético_calibrado
2026-09-24T08:40:00,Av. Chapultepec,34.0,82.54,168,176,3,no,sintético_calibrado
2026-09-24T08:50:00,Av. Chapultepec,32.71,87.62,171,176,15,no,sintético_calibrado
2026-09-24T09:00:00,Av. Chapultepec,37.13,81.36,181,160,3,no,sintético_calibrado
2026-09-24T09:10:00,Av. Chapultepec,32.85,75.79,149,150,3,no,sintético_calibrado
2026-09-24T09:20:00,Av. Chapultepec,38.16,68.53,156,147,2,no,sintético_calibrado
2026-09-24T09:30:00,Av. Chapultepec,23.65,96.98,160,173,18,sí,sintético_calibrado
2026-09-24T09:40:00,Av. Chapultepec,34.15,78.49,160,147,2,no,sintético_calibrado
2026-09-24T09:50:00,Av. Chapultepec,22.46,107.33,168,168,10,sí,sintético_calibrado
2026-09-24T10:00:00,Av. Chapultepec,55.05,60.77,200,103,0,no,sintético_calibrado
2026-09-24T10:10:00,Av. Chapultepec,64.79,47.7,185,103,0,no,sintético_calibrado
2026-09-24T10:20:00,Av. Chapultepec,55.13,58.34,192,105,0,no,sintético_calibrado
2026-09-24T10:30:00,Av. Chapultepec,52.87,56.96,180,115,1,no,sintético_calibrado
2026-09-24T10:40:00,Av. Chapultepec,60.99,62.9,230,87,0,no,sintético_calibrado
2026-09-24T10:50:00,Av. Chapultepec,55.2,58.96,195,114,0,no,sintético_calibrado
2026-09-24T11:00:00,Av. Chapultepec,52.34,62.6,196,138,1,no,sintético_calibrado
2026-09-24T11:10:00,Av. Chapultepec,59.09,55.8,197,105,0,no,sintético_calibrado
2026-09-24T11:20:00,Av. Chapultepec,52.58,59.29,187,133,0,no,sintético_calibrado
2026-09-24T11:30:00,Av. Chapultepec,63.93,61.87,237,92,0,no,sintético_calibrado
2026-09-24T11:40:00,Av. Chapultepec,49.85,67.12,200,117,0,no,sintético_calibrado
2026-09-24T11:50:00,Av. Chapultepec,58.48,59.39,208,107,0,no,sintético_calibrado
2026-09-24T12:00:00,Av. Chapultepec,56.9,54.03,184,113,1,no,sintético_calibrado
2026-09-24T12:10:00,Av. Chapultepec,61.71,58.96,218,112,0,no,sintético_calibrado
2026-09-24T12:20:00,Av. Chapultepec,53.07,61.45,195,105,0,no,sintético_calibrado
2026-09-24T12:30:00,Av. Chapultepec,54.32,62.75,204,114,1,no,sintético_calibrado
2026-09-24T12:40:00,Av. Chapultepec,58.57,57.45,201,89,0,no,sintético_calibrado
2026-09-24T12:50:00,Av. Chapultepec,52.17,66.78,209,128,0,no,sintético_calibrado
2026-09-24T13:00:00,Av. Chapultepec,54.79,62.68,206,116,0,no,sintético_calibrado
2026-09-24T13:10:00,Av. Chapultepec,57.93,55.65,193,103,1,no,sintético_calibrado
2026-09-24T13:20:00,Av. Chapultepec,56.24,60.22,203,97,0,no,sintético_calibrado
2026-09-24T13:30:00,Av. Chapultepec,60.96,53.81,196,91,0,no,sintético_calibrado
2026-09-24T13:40:00,Av. Chapultepec,60.51,55.17,200,109,0,no,sintético_calibrado
2026-09-24T13:50:00,Av. Chapultepec,56.2,55.65,187,98,2,no,sintético_calibrado
2026-09-24T14:00:00,Av. Chapultepec,57.74,58.39,202,105,0,no,sintético_calibrado
2026-09-24T14:10:00,Av. Chapultepec,59.76,53.95,193,101,0,no,sintético_calibrado
2026-09-24T14:20:00,Av. Chapultepec,57.33,59.37,204,109,0,no,sintético_calibrado
2026-09-24T14:30:00,Av. Chapultepec,49.7,61.57,183,113,0,no,sintético_calibrado
2026-09-24T14:40:00,Av. Chapultepec,53.76,64.85,209,101,0,no,sintético_calibrado
2026-09-24T14:50:00,Av. Chapultepec,53.12,60.91,194,128,0,no,sintético_calibrado
2026-09-24T15:00:00,Av. Chapultepec,60.29,54.61,197,92,0,no,sintético_calibrado
2026-09-24T15:10:00,Av. Chapultepec,51.55,72.72,224,123,0,no,sintético_calibrado
2026-09-24T15:20:00,Av. Chapultepec,47.38,63.47,180,111,0,no,sintético_calibrado
2026-09-24T15:30:00,Av. Chapultepec,55.56,66.43,221,119,0,no,sintético_calibrado
2026-09-24T15:40:00,Av. Chapultepec,51.91,55.94,174,100,0,no,sintético_calibrado
2026-09-24T15:50:00,Av. Chapultepec,59.62,57.97,207,80,3,no,sintético_calibrado
2026-09-24T16:00:00,Av. Chapultepec,55.87,59.14,198,97,3,no,sintético_calibrado
2026-09-24T16:10:00,Av. Chapultepec,51.59,62.29,192,111,1,no,sintético_calibrado
2026-09-24T16:20:00,Av. Chapultepec,56.91,62.91,214,91,0,no,sintético_calibrado
2026-09-24T16:30:00,Av. Chapultepec,49.15,68.87,203,118,1,no,sintético_calibrado
2026-09-24T16:40:00,Av. Chapultepec,57.16,62.45,214,101,3,no,sintético_calibrado
2026-09-24T16:50:00,Av. Chapultepec,63.77,60.22,230,100,0,no,sintético_calibrado
2026-09-24T17:00:00,Av. Chapultepec,39.44,69.99,165,131,3,no,sintético_calibrado
2026-09-24T17:10:00,Av. Chapultepec,39.29,75.44,177,159,3,no,sintético_calibrado
2026-09-24T17:20:00,Av. Chapultepec,38.28,67.07,154,142,3,no,sintético_calibrado
2026-09-24T17:30:00,Av. Chapultepec,34.24,76.76,157,159,6,no,sintético_calibrado
2026-09-24T17:40:00,Av. Chapultepec,39.2,74.0,174,161,2,no,sintético_calibrado
2026-09-24T17:50:00,Av. Chapultepec,40.63,66.26,161,163,0,no,sintético_calibrado
2026-09-24T18:00:00,Av. Chapultepec,24.45,92.69,129,165,9,sí,sintético_calibrado
2026-09-24T18:10:00,Av. Chapultepec,37.67,70.74,159,170,2,no,sintético_calibrado
2026-09-24T18:20:00,Av. Chapultepec,32.27,82.08,158,175,5,no,sintético_calibrado
2026-09-24T18:30:00,Av. Chapultepec,29.74,80.58,143,188,3,no,sintético_calibrado
2026-09-24T18:40:00,Av. Chapultepec,26.79,87.11,140,201,3,no,sintético_calibrado
2026-09-24T18:50:00,Av. Chapultepec,47.16,65.17,184,117,5,no,sintético_calibrado
2026-09-24T19:00:00,Av. Chapultepec,28.81,73.87,127,157,4,no,sintético_calibrado
2026-09-24T19:10:00,Av. Chapultepec,31.94,65.79,126,186,5,no,sintético_calibrado
2026-09-24T19:20:00,Av. Chapultepec,25.95,77.49,120,187,9,no,sintético_calibrado
2026-09-24T19:30:00,Av. Chapultepec,36.53,76.7,168,144,10,no,sintético_calibrado
2026-09-24T19:40:00,Av. Chapultepec,30.23,75.33,136,183,6,no,sintético_calibrado
2026-09-24T19:50:00,Av. Chapultepec,34.5,73.56,152,159,12,no,sintético_calibrado
2026-09-24T20:00:00,Av. Chapultepec,69.67,46.21,193,58,0,no,sintético_calibrado
2026-09-24T20:10:00,Av. Chapultepec,64.04,61.62,236,98,0,no,sintético_calibrado
2026-09-24T20:20:00,Av. Chapultepec,68.33,55.15,226,83,0,no,sintético_calibrado
2026-09-24T20:30:00,Av. Chapultepec,60.51,55.24,200,78,2,no,sintético_calibrado
2026-09-24T20:40:00,Av. Chapultepec,63.68,65.72,251,83,0,no,sintético_calibrado
2026-09-24T20:50:00,Av. Chapultepec,55.0,62.77,207,124,0,no,sintético_calibrado
2026-09-24T21:00:00,Av. Chapultepec,64.33,58.88,227,90,1,no,sintético_calibrado
2026-09-24T21:10:00,Av. Chapultepec,55.8,64.17,214,122,0,no,sintético_calibrado
2026-09-24T21:20:00,Av. Chapultepec,63.59,58.53,223,101,0,no,sintético_calibrado
2026-09-24T21:30:00,Av. Chapultepec,65.24,52.47,205,82,0,no,sintético_calibrado
2026-09-24T21:40:00,Av. Chapultepec,66.29,53.22,211,86,0,no,sintético_calibrado
2026-09-24T21:50:00,Av. Chapultepec,64.88,63.68,247,92,0,no,sintético_calibrado
2026-09-24T22:00:00,Av. Chapultepec,65.63,44.28,174,84,0,no,sintético_calibrado
2026-09-24T22:10:00,Av. Chapultepec,68.44,45.37,186,93,0,no,sintético_calibrado
2026-09-24T22:20:00,Av. Chapultepec,63.43,53.52,203,91,1,no,sintético_calibrado
2026-09-24T22:30:00,Av. Chapultepec,74.02,49.69,220,61,0,no,sintético_calibrado
2026-09-24T22:40:00,Av. Chapultepec,66.55,47.56,189,80,6,no,sintético_calibrado
2026-09-24T22:50:00,Av. Chapultepec,60.9,50.01,182,79,1,no,sintético_calibrado
2026-09-24T23:00:00,Av. Chapultepec,70.88,52.01,221,66,0,no,sintético_calibrado
2026-09-24T23:10:00,Av. Chapultepec,67.72,52.95,215,70,0,no,sintético_calibrado
2026-09-24T23:20:00,Av. Chapultepec,64.25,62.54,241,89,5,no,sintético_calibrado
2026-09-24T23:30:00,Av. Chapultepec,58.33,54.29,189,90,1,no,sintético_calibrado
2026-09-24T23:40:00,Av. Chapultepec,58.52,54.62,191,94,0,no,sintético_calibrado
2026-09-24T23:50:00,Av. Chapultepec,71.23,47.97,205,62,0,no,sintético_calibrado
2026-09-24T00:00:00,Av. México,72.83,53.22,232,54,0,no,sintético_calibrado
2026-09-24T00:10:00,Av. México,78.33,48.36,227,34,5,no,sintético_calibrado
2026-09-24T00:20:00,Av. México,58.51,65.59,230,119,0,no,sintético_calibrado
2026-09-24T00:30:00,Av. México,68.18,49.63,203,96,3,no,sintético_calibrado
2026-09-24T00:40:00,Av. México,71.86,47.83,206,74,1,no,sintético_calibrado
2026-09-24T00:50:00,Av. México,57.08,60.51,207,108,1,no,sintético_calibrado
2026-09-24T01:00:00,Av. México,59.73,56.81,203,82,1,no,sintético_calibrado
2026-09-24T01:10:00,Av. México,68.87,56.23,232,76,0,no,sintético_calibrado
2026-09-24T01:20:00,Av. México,67.93,50.07,204,69,1,no,sintético_calibrado
2026-09-24T01:30:00,Av. México,70.79,48.73,206,68,0,no,sintético_calibrado
2026-09-24T01:40:00,Av. México,64.72,53.42,207,69,1,no,sintético_calibrado
2026-09-24T01:50:00,Av. México,65.83,53.76,212,87,0,no,sintético_calibrado
2026-09-24T02:00:00,Av. México,61.47,63.7,234,88,2,no,sintético_calibrado
2026-09-24T02:10:00,Av. México,71.67,52.4,225,57,6,no,sintético_calibrado
2026-09-24T02:20:00,Av. México,61.14,63.1,231,106,0,no,sintético_calibrado
2026-09-24T02:30:00,Av. México,71.7,58.52,251,81,0,no,sintético_calibrado
2026-09-24T02:40:00,Av. México,71.04,64.35,274,82,0,no,sintético_calibrado
2026-09-24T02:50:00,Av. México,70.43,51.18,216,59,0,no,sintético_calibrado
2026-09-24T03:00:00,Av. México,67.15,48.94,197,101,0,no,sintético_calibrado
2026-09-24T03:10:00,Av. México,65.78,56.39,222,73,0,no,sintético_calibrado
2026-09-24T03:20:00,Av. México,63.83,57.57,220,98,1,no,sintético_calibrado
2026-09-24T03:30:00,Av. México,80.0,45.06,216,55,0,no,sintético_calibrado
2026-09-24T03:40:00,Av. México,56.2,59.84,201,101,0,no,sintético_calibrado
2026-09-24T03:50:00,Av. México,68.72,49.95,205,78,0,no,sintético_calibrado
2026-09-24T04:00:00,Av. México,67.03,52.38,210,91,1,no,sintético_calibrado
2026-09-24T04:10:00,Av. México,71.08,58.53,249,74,1,no,sintético_calibrado
2026-09-24T04:20:00,Av. México,63.04,47.48,179,100,0,no,sintético_calibrado
2026-09-24T04:30:00,Av. México,64.97,57.48,224,85,1,no,sintético_calibrado
2026-09-24T04:40:00,Av. México,62.6,55.23,207,82,2,no,sintético_calibrado
2026-09-24T04:50:00,Av. México,62.21,52.25,195,83,0,no,sintético_calibrado
2026-09-24T05:00:00,Av. México,62.11,53.56,199,95,0,no,sintético_calibrado
2026-09-24T05:10:00,Av. México,63.2,53.42,202,85,0,no,sintético_calibrado
2026-09-24T05:20:00,Av. México,61.79,56.5,209,100,1,no,sintético_calibrado
2026-09-24T05:30:00,Av. México,70.52,37.55,158,91,3,no,sintético_calibrado
2026-09-24T05:40:00,Av. México,57.96,63.72,221,115,0,no,sintético_calibrado
2026-09-24T05:50:00,Av. México,69.09,48.45,200,70,1,no,sintético_calibrado
2026-09-24T06:00:00,Av. México,68.8,49.71,205,88,0,no,sintético_calibrado
2026-09-24T06:10:00,Av. México,63.35,59.7,226,103,0,no,sintético_calibrado
2026-09-24T06:20:00,Av. México,63.41,63.57,241,84,0,no,sintético_calibrado
2026-09-24T06:30:00,Av. México,71.29,55.29,236,54,0,no,sintético_calibrado
2026-09-24T06:40:00,Av. México,70.35,54.07,228,86,1,no,sintético_calibrado
2026-09-24T06:50:00,Av. México,69.19,55.03,228,60,3,no,sintético_calibrado
2026-09-24T07:00:00,Av. México,33.42,78.99,158,168,2,no,sintético_calibrado
2026-09-24T07:10:00,Av. México,19.76,111.36,147,156,7,sí,sintético_calibrado
2026-09-24T07:20:00,Av. México,34.31,73.5,151,175,4,no,sintético_calibrado
2026-09-24T07:30:00,Av. México,49.34,69.19,204,133,1,no,sintético_calibrado
2026-09-24T07:40:00,Av. México,33.59,73.87,148,179,6,no,sintético_calibrado
2026-09-24T07:50:00,Av. México,38.51,74.53,172,155,5,no,sintético_calibrado
2026-09-24T08:00:00,Av. México,34.2,73.39,150,162,4,no,sintético_calibrado
2026-09-24T08:10:00,Av. México,27.81,82.36,137,164,4,no,sintético_calibrado
2026-09-24T08:20:00,Av. México,36.66,75.83,166,139,2,no,sintético_calibrado
2026-09-24T08:30:00,Av. México,27.67,84.54,140,183,2,no,sintético_calibrado
2026-09-24T08:40:00,Av. México,37.58,74.15,167,153,3,no,sintético_calibrado
2026-09-24T08:50:00,Av. México,31.41,76.05,143,159,4,no,sintético_calibrado
2026-09-24T09:00:00,Av. México,25.62,70.34,108,184,6,no,sintético_calibrado
2026-09-24T09:10:00,Av. México,27.57,74.05,122,184,4,no,sintético_calibrado
2026-09-24T09:20:00,Av. México,42.43,72.4,184,144,0,no,sintético_calibrado
2026-09-24T09:30:00,Av. México,37.31,76.19,170,151,6,no,sintético_calibrado
2026-09-24T09:40:00,Av. México,30.63,68.36,125,164,10,no,sintético_calibrado
2026-09-24T09:50:00,Av. México,38.49,65.92,152,154,2,no,sintético_calibrado
2026-09-24T10:00:00,Av. México,62.62,55.39,208,86,0,no,sintético_calibrado
2026-09-24T10:10:00,Av. México,50.52,59.34,179,141,2,no,sintético_calibrado
2026-09-24T10:20:00,Av. México,57.59,54.75,189,122,0,no,sintético_calibrado
2026-09-24T10:30:00,Av. México,54.03,59.18,191,124,0,no,sintético_calibrado
2026-09-24T10:40:00,Av. México,61.06,52.36,191,78,1,no,sintético_calibrado
2026-09-24T10:50:00,Av. México,59.01,65.03,230,93,1,no,sintético_calibrado
2026-09-24T11:00:00,Av. México,57.81,58.77,203,113,0,no,sintético_calibrado
2026-09-24T11:10:00,Av. México,52.23,61.28,192,120,0,no,sintético_calibrado
2026-09-24T11:20:00,Av. México,55.58,63.55,211,125,0,no,sintético_calibrado
2026-09-24T11:30:00,Av. México,59.48,64.61,230,113,0,no,sintético_calibrado
2026-09-24T11:40:00,Av. México,55.48,62.53,208,118,1,no,sintético_calibrado
2026-09-24T11:50:00,Av. México,48.81,64.76,189,126,0,no,sintético_calibrado
2026-09-24T12:00:00,Av. México,61.3,58.12,213,107,0,no,sintético_calibrado
2026-09-24T12:10:00,Av. México,55.13,70.62,233,131,2,no,sintético_calibrado
2026-09-24T12:20:00,Av. México,53.2,57.66,184,124,0,no,sintético_calibrado
2026-09-24T12:30:00,Av. México,50.47,61.05,184,127,1,no,sintético_calibrado
2026-09-24T12:40:00,Av. México,50.43,67.66,204,131,1,no,sintético_calibrado
2026-09-24T12:50:00,Av. México,54.23,55.75,181,123,0,no,sintético_calibrado
2026-09-24T13:00:00,Av. México,56.71,50.04,170,107,0,no,sintético_calibrado
2026-09-24T13:10:00,Av. México,55.98,64.49,216,98,1,no,sintético_calibrado
2026-09-24T13:20:00,Av. México,58.15,59.12,206,110,0,no,sintético_calibrado
2026-09-24T13:30:00,Av. México,60.25,51.82,187,94,4,no,sintético_calibrado
2026-09-24T13:40:00,Av. México,45.27,68.56,186,116,1,no,sintético_calibrado
2026-09-24T13:50:00,Av. México,47.66,58.78,168,119,0,no,sintético_calibrado
2026-09-24T14:00:00,Av. México,50.42,76.7,232,115,0,no,sintético_calibrado
2026-09-24T14:10:00,Av. México,58.3,60.58,211,94,1,no,sintético_calibrado
2026-09-24T14:20:00,Av. México,58.27,62.17,217,105,0,no,sintético_calibrado
2026-09-24T14:30:00,Av. México,60.4,58.96,213,118,2,no,sintético_calibrado
2026-09-24T14:40:00,Av. México,55.58,59.64,198,118,1,no,sintético_calibrado
2026-09-24T14:50:00,Av. México,52.51,69.75,219,104,1,no,sintético_calibrado
2026-09-24T15:00:00,Av. México,45.4,72.25,196,120,2,no,sintético_calibrado
2026-09-24T15:10:00,Av. México,51.13,62.44,191,104,3,no,sintético_calibrado
2026-09-24T15:20:00,Av. México,46.71,75.59,211,114,1,no,sintético_calibrado
2026-09-24T15:30:00,Av. México,47.9,65.48,188,132,0,no,sintético_calibrado
2026-09-24T15:40:00,Av. México,56.87,54.69,186,120,0,no,sintético_calibrado
2026-09-24T15:50:00,Av. México,57.2,65.11,223,123,6,no,sintético_calibrado
2026-09-24T16:00:00,Av. México,60.26,51.47,186,105,1,no,sintético_calibrado
2026-09-24T16:10:00,Av. México,48.62,68.24,199,129,3,no,sintético_calibrado
2026-09-24T16:20:00,Av. México,49.87,53.27,159,106,0,no,sintético_calibrado
2026-09-24T16:30:00,Av. México,50.97,54.8,167,141,0,no,sintético_calibrado
2026-09-24T16:40:00,Av. México,54.17,61.65,200,103,0,no,sintético_calibrado
2026-09-24T16:50:00,Av. México,54.39,60.94,198,129,0,no,sintético_calibrado
2026-09-24T17:00:00,Av. México,45.31,68.03,184,153,0,no,sintético_calibrado
2026-09-24T17:10:00,Av. México,35.04,73.93,155,174,4,no,sintético_calibrado
2026-09-24T17:20:00,Av. México,35.55,79.38,169,144,3,no,sintético_calibrado
2026-09-24T17:30:00,Av. México,29.29,85.4,150,188,5,no,sintético_calibrado
2026-09-24T17:40:00,Av. México,27.18,86.36,140,176,3,no,sintético_calibrado
2026-09-24T17:50:00,Av. México,30.86,86.32,159,166,2,no,sintético_calibrado
2026-09-24T18:00:00,Av. México,35.07,74.52,156,181,2,no,sintético_calibrado
2026-09-24T18:10:00,Av. México,31.32,72.1,135,154,2,no,sintético_calibrado
2026-09-24T18:20:00,Av. México,29.11,89.03,173,141,8,sí,sintético_calibrado
2026-09-24T18:30:00,Av. México,37.05,78.43,174,144,2,no,sintético_calibrado
2026-09-24T18:40:00,Av. México,30.55,67.88,124,186,6,no,sintético_calibrado
2026-09-24T18:50:00,Av. México,36.33,71.59,156,150,8,no,sintético_calibrado
2026-09-24T19:00:00,Av. México,27.46,81.4,134,162,4,no,sintético_calibrado
2026-09-24T19:10:00,Av. México,31.99,84.95,163,159,4,no,sintético_calibrado
2026-09-24T19:20:00,Av. México,30.69,77.07,141,180,3,no,sintético_calibrado
2026-09-24T19:30:00,Av. México,34.1,82.03,167,183,2,no,sintético_calibrado
2026-09-24T19:40:00,Av. México,32.65,77.8,152,150,11,no,sintético_calibrado
2026-09-24T19:50:00,Av. México,38.7,74.68,173,144,10,no,sintético_calibrado
2026-09-24T20:00:00,Av. México,66.45,49.17,196,99,0,no,sintético_calibrado
2026-09-24T20:10:00,Av. México,50.8,66.39,202,132,0,no,sintético_calibrado
2026-09-24T20:20:00,Av. México,60.42,54.95,199,109,0,no,sintético_calibrado
2026-09-24T20:30:00,Av. México,69.37,52.59,218,57,0,no,sintético_calibrado
2026-09-24T20:40:00,Av. México,58.68,62.61,220,107,0,no,sintético_calibrado
2026-09-24T20:50:00,Av. México,59.21,58.98,209,101,0,no,sintético_calibrado
2026-09-24T21:00:00,Av. México,63.04,55.73,210,78,0,no,sintético_calibrado
2026-09-24T21:10:00,Av. México,60.94,62.66,229,110,2,no,sintético_calibrado
2026-09-24T21:20:00,Av. México,63.84,49.4,189,98,0,no,sintético_calibrado
2026-09-24T21:30:00,Av. México,65.62,55.23,217,71,0,no,sintético_calibrado
2026-09-24T21:40:00,Av. México,61.37,62.46,229,103,1,no,sintético_calibrado
2026-09-24T21:50:00,Av. México,62.09,50.04,186,105,1,no,sintético_calibrado
2026-09-24T22:00:00,Av. México,68.91,49.16,203,58,0,no,sintético_calibrado
2026-09-24T22:10:00,Av. México,63.18,61.69,233,72,0,no,sintético_calibrado
2026-09-24T22:20:00,Av. México,61.93,48.67,180,105,0,no,sintético_calibrado
2026-09-24T22:30:00,Av. México,70.9,45.04,191,70,4,no,sintético_calibrado
2026-09-24T22:40:00,Av. México,62.39,52.44,196,102,0,no,sintético_calibrado
2026-09-24T22:50:00,Av. México,60.13,60.33,217,111,0,no,sintético_calibrado
2026-09-24T23:00:00,Av. México,70.6,54.87,232,77,0,no,sintético_calibrado
2026-09-24T23:10:00,Av. México,62.01,48.67,181,103,4,no,sintético_calibrado
2026-09-24T23:20:00,Av. México,66.11,52.03,206,78,1,no,sintético_calibrado
2026-09-24T23:30:00,Av. México,58.39,56.37,197,99,0,no,sintético_calibrado
2026-09-24T23:40:00,Av. México,70.2,51.18,215,65,1,no,sintético_calibrado
2026-09-24T23:50:00,Av. México,61.25,55.84,205,79,1,no,sintético_calibrado
2026-09-24T00:00:00,Av. Universidad,64.72,54.49,211,73,0,no,sintético_calibrado
2026-09-24T00:10:00,Av. Universidad,65.04,58.62,228,84,0,no,sintético_calibrado
2026-09-24T00:20:00,Av. Universidad,70.34,42.25,178,54,0,no,sintético_calibrado
2026-09-24T00:30:00,Av. Universidad,62.86,52.07,196,111,1,no,sintético_calibrado
2026-09-24T00:40:00,Av. Universidad,56.08,70.08,235,102,0,no,sintético_calibrado
2026-09-24T00:50:00,Av. Universidad,66.07,48.39,191,76,3,no,sintético_calibrado
2026-09-24T01:00:00,Av. Universidad,66.76,55.5,222,91,1,no,sintético_calibrado
2026-09-24T01:10:00,Av. Universidad,65.99,49.02,194,77,0,no,sintético_calibrado
2026-09-24T01:20:00,Av. Universidad,59.92,63.68,228,110,0,no,sintético_calibrado
2026-09-24T01:30:00,Av. Universidad,65.64,48.46,190,95,1,no,sintético_calibrado
2026-09-24T01:40:00,Av. Universidad,65.0,58.41,227,68,0,no,sintético_calibrado
2026-09-24T01:50:00,Av. Universidad,65.1,47.07,183,98,0,no,sintético_calibrado
2026-09-24T02:00:00,Av. Universidad,67.68,48.68,197,97,0,no,sintético_calibrado
